dt;userid;meal_id;event
2013-07-18;2460;1100;like
2013-07-18;2461;1076;like
2013-07-18;2461;1080;bought
2013-07-18;2462;1096;share
2013-07-18;2463;1083;like
2013-07-18;2464;1100;like
2013-07-18;2470;1075;share
2013-07-18;2473;1095;like
2013-07-18;2480;1061;share
2013-07-18;2482;1075;share
2013-07-18;2483;1073;share
2013-07-18;2485;1093;like
2013-07-18;2485;1061;bought
2013-07-18;2486;1092;bought
2013-07-18;2488;1062;bought
2013-07-18;2489;1074;share
2013-07-18;2492;1066;like
2013-07-18;2493;1063;like
2013-07-18;2495;1099;share
2013-07-18;2506;1071;like
2013-07-18;2507;1075;like
2013-07-18;2510;1084;like
2013-07-18;2513;1066;share
2013-07-18;2513;1081;like
2013-07-18;2516;1062;share
2013-07-18;2517;1099;share
2013-07-18;2521;1074;share
2013-07-18;2524;1075;share
2013-07-18;2526;1083;share
2013-07-18;2526;1083;like
2013-07-18;2531;1064;like
2013-07-18;2532;1098;bought
2013-07-18;2533;1086;share
2013-07-18;2533;1068;like
2013-07-18;2533;1078;bought
2013-07-18;2539;1068;like
2013-07-18;2545;1068;share
2013-07-18;2545;1096;like
2013-07-18;2550;1090;bought
2013-07-18;2554;1077;like
2013-07-18;2559;1071;bought
2013-07-18;2568;1084;share
2013-07-18;2568;1067;like
2013-07-18;2573;1100;bought
2013-07-18;2574;1064;like
2013-07-18;2576;1093;like
2013-07-18;2582;1065;share
2013-07-18;2582;1084;bought
2013-07-18;2584;1090;like
2013-07-18;2587;1092;share
2013-07-18;2587;1081;like
2013-07-18;2587;1062;bought
2013-07-18;2595;1085;like
2013-07-18;2597;1085;like
2013-07-18;2599;1080;like
2013-07-18;2601;1086;share
2013-07-18;2604;1073;share
2013-07-18;2604;1061;like
2013-07-18;2608;1090;share
2013-07-18;2608;1092;like
2013-07-18;2611;1084;bought
2013-07-18;2614;1090;bought
2013-07-18;2617;1093;share
2013-07-18;2618;1065;like
2013-07-18;2618;1075;bought
2013-07-18;2620;1089;bought
2013-07-18;2622;1083;like
2013-07-18;2631;1095;share
2013-07-18;2637;1073;share
2013-07-18;2638;1067;bought
2013-07-18;2639;1086;like
2013-07-18;2642;1070;like
2013-07-18;2644;1076;share
2013-07-18;2647;1080;like
2013-07-18;2648;1068;like
2013-07-18;2650;1083;like
2013-07-18;2652;1066;bought
2013-07-18;2657;1079;share
2013-07-18;2657;1084;like
2013-07-18;2658;1096;like
2013-07-18;2665;1063;share
2013-07-18;2665;1087;bought
2013-07-18;2669;1062;share
2013-07-18;2671;1091;like
2013-07-18;2674;1094;share
2013-07-18;2675;1069;share
2013-07-18;2675;1084;like
2013-07-18;2675;1097;bought
2013-07-18;2680;1069;like
2013-07-18;2681;1069;like
2013-07-18;2684;1094;like
2013-07-18;2691;1075;share
2013-07-18;2693;1067;share
2013-07-18;2701;1064;share
2013-07-18;2703;1062;share
2013-07-18;2705;1092;like
2013-07-18;2710;1079;like
2013-07-18;2715;1077;share
2013-07-18;2717;1086;like
2013-07-18;2719;1073;share
2013-07-18;2719;1064;bought
2013-07-18;2726;1084;share
2013-07-18;2729;1083;share
2013-07-18;2730;1089;bought
2013-07-18;2731;1081;like
2013-07-18;2732;1096;share
2013-07-18;2734;1075;like
2013-07-18;2741;1072;share
2013-07-18;2741;1074;like
2013-07-18;2745;1074;share
2013-07-18;2748;1068;like
2013-07-18;2749;1097;share
2013-07-18;2752;1085;share
2013-07-18;2752;1071;like
2013-07-18;2756;1069;like
2013-07-18;2768;1083;like
2013-07-18;2772;1072;like
2013-07-18;2776;1090;share
2013-07-18;2777;1072;bought
2013-07-18;2780;1066;share
2013-07-18;2793;1093;like
2013-07-18;2795;1063;bought
2013-07-18;2810;1099;like
2013-07-18;2816;1080;share
2013-07-18;2821;1099;like
2013-07-18;2822;1090;share
2013-07-18;2822;1082;like
2013-07-18;2823;1071;share
2013-07-18;2823;1078;bought
2013-07-18;2824;1070;bought
2013-07-18;2827;1095;like
2013-07-18;2836;1078;share
2013-07-18;2838;1078;share
2013-07-18;2839;1068;share
2013-07-18;2843;1097;like
2013-07-18;2844;1081;share
2013-07-18;2847;1077;like
2013-07-18;2859;1072;bought
2013-07-18;2861;1082;like
2013-07-18;2867;1083;share
2013-07-18;2874;1071;share
2013-07-18;2874;1069;like
2013-07-18;2876;1063;share
2013-07-18;2877;1081;like
2013-07-18;2885;1071;share
2013-07-18;2885;1073;like
2013-07-18;2886;1071;like
2013-07-18;2894;1061;share
2013-07-18;2897;1066;share
2013-07-18;2897;1098;bought
2013-07-18;2898;1084;like
2013-07-18;2900;1097;like
2013-07-18;2901;1063;bought
2013-07-18;2906;1095;like
2013-07-18;2910;1079;share
2013-07-18;2912;1094;share
2013-07-18;2914;1098;like
2013-07-18;2918;1091;share
2013-07-18;2918;1087;bought
2013-07-18;2921;1083;bought
2013-07-18;2922;1088;like
2013-07-18;2922;1087;bought
2013-07-18;2926;1079;share
2013-07-18;2935;1085;like
2013-07-18;2936;1072;share
2013-07-18;2938;1096;like
2013-07-18;2945;1100;like
2013-07-18;2946;1075;share
2013-07-18;2952;1065;share
2013-07-18;2956;1064;share
2013-07-18;2959;1083;share
2013-07-18;2959;1085;like
2013-07-18;2972;1086;share
2013-07-18;2972;1071;like
2013-07-18;2977;1065;share
2013-07-18;2977;1097;like
2013-07-18;2983;1062;like
2013-07-18;2999;1094;bought
2013-07-18;3005;1080;like
2013-07-18;3011;1076;like
2013-07-18;3017;1068;like
2013-07-18;3019;1076;share
2013-07-18;3021;1071;bought
2013-07-18;3027;1066;share
2013-07-18;3027;1087;like
2013-07-18;3031;1091;bought
2013-07-18;3034;1085;bought
2013-07-18;3036;1094;like
2013-07-18;3037;1082;like
2013-07-18;3038;1073;like
2013-07-18;3041;1092;bought
2013-07-18;3044;1094;share
2013-07-18;3046;1091;share
2013-07-18;3052;1071;share
2013-07-18;3058;1076;share
2013-07-18;3060;1092;share
2013-07-18;3065;1086;bought
2013-07-18;3069;1096;share
2013-07-18;3082;1073;share
2013-07-18;3082;1097;bought
2013-07-18;3092;1089;share
2013-07-18;3094;1067;like
2013-07-18;3095;1070;share
2013-07-18;3097;1096;like
2013-07-18;3098;1100;bought
2013-07-18;3099;1082;share
2013-07-18;3101;1069;share
2013-07-18;3108;1100;like
2013-07-18;3118;1081;share
2013-07-18;3120;1086;like
2013-07-18;3120;1061;bought
2013-07-18;3121;1081;share
2013-07-18;3131;1082;share
2013-07-18;3131;1097;bought
2013-07-18;3133;1068;bought
2013-07-18;3134;1091;like
2013-07-18;3134;1099;bought
2013-07-18;3135;1076;share
2013-07-18;3142;1063;like
2013-07-18;3143;1098;share
2013-07-18;3144;1063;share
2013-07-19;3;1103;share
2013-07-19;4;1099;share
2013-07-19;21;1073;like
2013-07-19;21;1087;bought
2013-07-19;27;1072;like
2013-07-19;28;1080;share
2013-07-19;28;1079;like
2013-07-19;29;1105;bought
2013-07-19;33;1070;like
2013-07-19;33;1109;bought
2013-07-19;35;1092;like
2013-07-19;36;1106;share
2013-07-19;49;1082;bought
2013-07-19;50;1081;bought
2013-07-19;51;1079;share
2013-07-19;51;1077;like
2013-07-19;57;1072;like
2013-07-19;61;1082;like
2013-07-19;62;1080;share
2013-07-19;68;1098;like
2013-07-19;72;1079;like
2013-07-19;85;1078;share
2013-07-19;85;1072;like
2013-07-19;86;1071;share
2013-07-19;86;1101;bought
2013-07-19;88;1095;like
2013-07-19;92;1105;like
2013-07-19;100;1078;bought
2013-07-19;105;1089;like
2013-07-19;108;1091;share
2013-07-19;108;1095;like
2013-07-19;112;1095;share
2013-07-19;112;1101;like
2013-07-19;112;1084;bought
2013-07-19;114;1097;share
2013-07-19;115;1108;share
2013-07-19;117;1074;like
2013-07-19;119;1085;share
2013-07-19;119;1071;bought
2013-07-19;120;1100;bought
2013-07-19;130;1098;like
2013-07-19;139;1079;share
2013-07-19;139;1090;like
2013-07-19;140;1074;share
2013-07-19;141;1074;share
2013-07-19;141;1072;bought
2013-07-19;143;1082;share
2013-07-19;143;1082;bought
2013-07-19;145;1105;share
2013-07-19;146;1101;share
2013-07-19;147;1078;like
2013-07-19;155;1103;share
2013-07-19;157;1095;share
2013-07-19;157;1086;bought
2013-07-19;164;1075;share
2013-07-19;171;1081;like
2013-07-19;173;1079;share
2013-07-19;173;1071;like
2013-07-19;180;1087;share
2013-07-19;187;1104;share
2013-07-19;188;1108;bought
2013-07-19;194;1074;like
2013-07-19;201;1076;bought
2013-07-19;203;1085;share
2013-07-19;206;1098;like
2013-07-19;214;1109;like
2013-07-19;215;1088;like
2013-07-19;216;1090;like
2013-07-19;228;1091;share
2013-07-19;231;1099;like
2013-07-19;234;1107;bought
2013-07-19;235;1081;share
2013-07-19;238;1102;like
2013-07-19;238;1078;bought
2013-07-19;248;1094;share
2013-07-19;248;1070;like
2013-07-19;250;1084;bought
2013-07-19;254;1108;share
2013-07-19;255;1080;like
2013-07-19;268;1106;share
2013-07-19;274;1076;share
2013-07-19;279;1104;share
2013-07-19;286;1094;like
2013-07-19;287;1098;share
2013-07-19;288;1104;like
2013-07-19;293;1097;like
2013-07-19;295;1108;share
2013-07-19;299;1095;like
2013-07-19;300;1081;share
2013-07-19;301;1076;share
2013-07-19;302;1097;share
2013-07-19;302;1098;like
2013-07-19;303;1097;share
2013-07-19;307;1102;like
2013-07-19;309;1108;like
2013-07-19;309;1073;bought
2013-07-19;310;1088;bought
2013-07-19;314;1092;like
2013-07-19;316;1092;share
2013-07-19;321;1103;share
2013-07-19;321;1084;like
2013-07-19;325;1082;bought
2013-07-19;326;1075;share
2013-07-19;327;1105;share
2013-07-19;330;1084;share
2013-07-19;330;1074;like
2013-07-19;337;1082;bought
2013-07-19;338;1100;share
2013-07-19;341;1097;like
2013-07-19;351;1079;share
2013-07-19;353;1103;bought
2013-07-19;355;1083;like
2013-07-19;355;1070;bought
2013-07-19;359;1098;like
2013-07-19;362;1102;like
2013-07-19;362;1081;bought
2013-07-19;366;1087;share
2013-07-19;368;1101;share
2013-07-19;368;1082;like
2013-07-19;372;1107;like
2013-07-19;373;1087;like
2013-07-19;373;1095;bought
2013-07-19;374;1070;like
2013-07-19;379;1085;share
2013-07-19;379;1072;like
2013-07-19;385;1079;share
2013-07-19;385;1079;like
2013-07-19;386;1100;bought
2013-07-19;388;1075;bought
2013-07-19;401;1095;share
2013-07-19;402;1102;share
2013-07-19;403;1079;like
2013-07-19;403;1104;bought
2013-07-19;408;1086;share
2013-07-19;409;1087;like
2013-07-19;413;1074;bought
2013-07-19;414;1080;share
2013-07-19;422;1092;like
2013-07-19;427;1097;share
2013-07-19;428;1099;like
2013-07-19;442;1088;like
2013-07-19;443;1100;like
2013-07-19;444;1079;bought
2013-07-19;453;1098;share
2013-07-19;453;1095;bought
2013-07-19;462;1106;like
2013-07-19;467;1070;share
2013-07-19;467;1085;like
2013-07-19;467;1077;bought
2013-07-19;468;1084;like
2013-07-19;473;1089;bought
2013-07-19;475;1086;share
2013-07-19;477;1076;like
2013-07-19;481;1078;share
2013-07-19;483;1085;bought
2013-07-19;487;1082;like
2013-07-19;492;1086;share
2013-07-19;496;1093;bought
2013-07-19;500;1100;like
2013-07-19;504;1070;bought
2013-07-19;507;1072;share
2013-07-19;513;1106;like
2013-07-19;513;1090;bought
2013-07-19;517;1070;share
2013-07-19;521;1089;like
2013-07-19;529;1102;share
2013-07-19;529;1085;bought
2013-07-19;530;1091;like
2013-07-19;538;1096;like
2013-07-19;545;1071;like
2013-07-19;545;1084;bought
2013-07-19;555;1087;share
2013-07-19;555;1105;like
2013-07-19;557;1086;share
2013-07-19;558;1086;share
2013-07-19;558;1080;like
2013-07-19;566;1083;like
2013-07-19;567;1102;share
2013-07-19;567;1107;like
2013-07-19;573;1093;like
2013-07-19;577;1075;like
2013-07-19;577;1099;bought
2013-07-19;578;1087;like
2013-07-19;580;1086;share
2013-07-19;581;1104;like
2013-07-19;583;1090;share
2013-07-19;589;1072;bought
2013-07-19;590;1094;like
2013-07-19;593;1089;like
2013-07-19;601;1091;bought
2013-07-19;604;1103;share
2013-07-19;606;1082;share
2013-07-19;606;1098;bought
2013-07-19;609;1071;bought
2013-07-19;610;1079;share
2013-07-19;610;1087;like
2013-07-19;618;1097;share
2013-07-19;622;1107;bought
2013-07-19;623;1087;bought
2013-07-19;626;1084;like
2013-07-19;628;1103;share
2013-07-19;630;1083;share
2013-07-19;638;1082;like
2013-07-19;638;1078;bought
2013-07-19;642;1076;share
2013-07-19;653;1095;like
2013-07-19;656;1089;share
2013-07-19;661;1104;share
2013-07-19;668;1079;bought
2013-07-19;670;1074;share
2013-07-19;676;1075;share
2013-07-19;676;1097;like
2013-07-19;676;1083;bought
2013-07-19;680;1081;share
2013-07-19;682;1084;like
2013-07-19;682;1079;bought
2013-07-19;685;1076;share
2013-07-19;685;1084;like
2013-07-19;687;1106;share
2013-07-19;692;1109;share
2013-07-19;692;1079;like
2013-07-19;696;1078;share
2013-07-19;699;1073;like
2013-07-19;711;1090;bought
2013-07-19;713;1098;share
2013-07-19;713;1092;bought
2013-07-19;714;1083;like
2013-07-19;720;1102;share
2013-07-19;722;1106;share
2013-07-19;723;1094;bought
2013-07-19;728;1074;like
2013-07-19;729;1071;like
2013-07-19;732;1102;share
2013-07-19;733;1076;like
2013-07-19;733;1088;bought
2013-07-19;736;1092;share
2013-07-19;737;1108;like
2013-07-19;744;1073;like
2013-07-19;744;1092;bought
2013-07-19;750;1107;like
2013-07-19;751;1106;share
2013-07-19;751;1071;like
2013-07-19;754;1105;share
2013-07-19;754;1093;like
2013-07-19;766;1087;bought
2013-07-19;769;1103;like
2013-07-19;771;1091;share
2013-07-19;771;1088;bought
2013-07-19;776;1086;share
2013-07-19;779;1103;share
2013-07-19;779;1086;bought
2013-07-19;794;1085;share
2013-07-19;799;1081;like
2013-07-19;804;1083;bought
2013-07-19;811;1073;like
2013-07-19;812;1084;bought
2013-07-19;817;1071;bought
2013-07-19;823;1080;like
2013-07-19;832;1080;like
2013-07-19;838;1091;like
2013-07-19;839;1084;like
2013-07-19;843;1080;share
2013-07-19;844;1097;like
2013-07-19;847;1079;like
2013-07-19;850;1071;share
2013-07-19;850;1099;like
2013-07-19;852;1090;like
2013-07-19;856;1082;bought
2013-07-19;857;1073;share
2013-07-19;857;1086;like
2013-07-19;859;1106;share
2013-07-19;859;1098;like
2013-07-19;860;1109;like
2013-07-19;863;1099;share
2013-07-19;875;1103;share
2013-07-19;875;1106;like
2013-07-19;882;1099;share
2013-07-19;882;1081;bought
2013-07-19;891;1087;share
2013-07-19;891;1095;like
2013-07-19;893;1071;share
2013-07-19;894;1095;share
2013-07-19;897;1080;bought
2013-07-19;899;1096;bought
2013-07-19;900;1079;like
2013-07-19;901;1070;bought
2013-07-19;902;1098;share
2013-07-19;902;1109;like
2013-07-19;905;1079;share
2013-07-19;906;1105;like
2013-07-19;907;1094;like
2013-07-19;907;1083;bought
2013-07-19;914;1073;share
2013-07-19;919;1079;like
2013-07-19;925;1071;bought
2013-07-19;929;1076;share
2013-07-19;929;1086;bought
2013-07-19;935;1072;like
2013-07-19;936;1085;like
2013-07-19;936;1094;bought
2013-07-19;947;1082;bought
2013-07-19;951;1075;share
2013-07-19;956;1070;share
2013-07-19;961;1079;like
2013-07-19;961;1072;bought
2013-07-19;964;1079;bought
2013-07-19;966;1080;share
2013-07-19;968;1075;share
2013-07-19;972;1090;share
2013-07-19;980;1079;like
2013-07-19;980;1101;bought
2013-07-19;981;1095;bought
2013-07-19;989;1071;like
2013-07-19;990;1083;bought
2013-07-19;1001;1073;bought
2013-07-19;1005;1090;like
2013-07-19;1005;1102;bought
2013-07-19;1009;1085;like
2013-07-19;1010;1100;share
2013-07-19;1013;1089;share
2013-07-19;1014;1098;share
2013-07-19;1014;1082;bought
2013-07-19;1016;1093;share
2013-07-19;1017;1097;share
2013-07-19;1020;1078;share
2013-07-19;1021;1083;share
2013-07-19;1028;1076;like
2013-07-19;1033;1080;share
2013-07-19;1033;1087;bought
2013-07-19;1037;1096;share
2013-07-19;1037;1106;like
2013-07-19;1042;1074;share
2013-07-19;1043;1090;share
2013-07-19;1043;1105;like
2013-07-19;1044;1093;like
2013-07-19;1045;1100;like
2013-07-19;1049;1107;like
2013-07-19;1050;1091;like
2013-07-19;1050;1070;bought
2013-07-19;1051;1084;share
2013-07-19;1052;1102;share
2013-07-19;1054;1082;share
2013-07-19;1061;1074;like
2013-07-19;1064;1106;like
2013-07-19;1070;1098;like
2013-07-19;1070;1088;bought
2013-07-19;1071;1070;like
2013-07-19;1072;1104;like
2013-07-19;1073;1079;like
2013-07-19;1073;1075;bought
2013-07-19;1074;1081;bought
2013-07-19;1079;1091;like
2013-07-19;1082;1071;like
2013-07-19;1090;1092;like
2013-07-19;1091;1073;bought
2013-07-19;1097;1108;like
2013-07-19;1101;1088;share
2013-07-19;1102;1072;like
2013-07-19;1104;1109;like
2013-07-19;1107;1085;share
2013-07-19;1110;1086;share
2013-07-19;1115;1089;like
2013-07-19;1123;1100;like
2013-07-19;1125;1100;share
2013-07-19;1131;1099;share
2013-07-19;1131;1091;bought
2013-07-19;1134;1072;share
2013-07-19;1134;1101;like
2013-07-19;1136;1089;share
2013-07-19;1137;1109;like
2013-07-19;1143;1097;bought
2013-07-19;1146;1079;share
2013-07-19;1146;1091;like
2013-07-19;1147;1072;share
2013-07-19;1151;1083;like
2013-07-19;1152;1098;like
2013-07-19;1153;1103;like
2013-07-19;1160;1070;share
2013-07-19;1161;1103;share
2013-07-19;1162;1096;share
2013-07-19;1162;1108;bought
2013-07-19;1163;1094;like
2013-07-19;1164;1081;bought
2013-07-19;1165;1075;like
2013-07-19;1174;1087;like
2013-07-19;1184;1095;like
2013-07-19;1186;1076;like
2013-07-19;1188;1075;share
2013-07-19;1189;1106;share
2013-07-19;1190;1108;share
2013-07-19;1190;1108;like
2013-07-19;1191;1071;like
2013-07-19;1198;1081;share
2013-07-19;1204;1071;like
2013-07-19;1204;1096;bought
2013-07-19;1207;1073;share
2013-07-19;1208;1103;bought
2013-07-19;1214;1107;share
2013-07-19;1214;1074;like
2013-07-19;1215;1091;bought
2013-07-19;1220;1092;share
2013-07-19;1220;1097;like
2013-07-19;1222;1076;bought
2013-07-19;1228;1106;share
2013-07-19;1228;1104;like
2013-07-19;1229;1082;share
2013-07-19;1229;1094;like
2013-07-19;1234;1093;bought
2013-07-19;1236;1091;share
2013-07-19;1237;1092;like
2013-07-19;1238;1107;bought
2013-07-19;1241;1091;like
2013-07-19;1244;1109;share
2013-07-19;1248;1106;bought
2013-07-19;1251;1075;share
2013-07-19;1259;1077;bought
2013-07-19;1262;1108;share
2013-07-19;1266;1085;bought
2013-07-19;1268;1083;share
2013-07-19;1270;1102;share
2013-07-19;1270;1097;like
2013-07-19;1275;1073;like
2013-07-19;1277;1107;share
2013-07-19;1277;1080;like
2013-07-19;1286;1070;bought
2013-07-19;1287;1078;bought
2013-07-19;1290;1086;like
2013-07-19;1290;1074;bought
2013-07-19;1291;1100;share
2013-07-19;1291;1070;like
2013-07-19;1291;1097;bought
2013-07-19;1292;1076;like
2013-07-19;1295;1082;like
2013-07-19;1300;1101;share
2013-07-19;1301;1087;share
2013-07-19;1312;1108;share
2013-07-19;1324;1094;like
2013-07-19;1325;1072;like
2013-07-19;1326;1099;share
2013-07-19;1328;1100;like
2013-07-19;1332;1075;share
2013-07-19;1332;1073;bought
2013-07-19;1333;1106;bought
2013-07-19;1335;1082;share
2013-07-19;1336;1073;share
2013-07-19;1341;1091;like
2013-07-19;1341;1075;bought
2013-07-19;1343;1077;like
2013-07-19;1347;1070;bought
2013-07-19;1352;1096;like
2013-07-19;1353;1107;like
2013-07-19;1358;1096;like
2013-07-19;1364;1085;like
2013-07-19;1368;1109;share
2013-07-19;1369;1089;like
2013-07-19;1376;1076;share
2013-07-19;1377;1078;share
2013-07-19;1377;1082;like
2013-07-19;1382;1109;share
2013-07-19;1384;1084;share
2013-07-19;1385;1086;share
2013-07-19;1385;1089;like
2013-07-19;1389;1095;like
2013-07-19;1390;1100;like
2013-07-19;1391;1077;share
2013-07-19;1392;1075;like
2013-07-19;1395;1082;like
2013-07-19;1404;1083;bought
2013-07-19;1409;1089;share
2013-07-19;1412;1085;share
2013-07-19;1412;1074;like
2013-07-19;1415;1097;share
2013-07-19;1416;1108;share
2013-07-19;1417;1098;bought
2013-07-19;1421;1089;share
2013-07-19;1421;1104;like
2013-07-19;1422;1098;like
2013-07-19;1429;1090;share
2013-07-19;1431;1100;like
2013-07-19;1431;1108;bought
2013-07-19;1433;1074;share
2013-07-19;1445;1074;like
2013-07-19;1456;1088;bought
2013-07-19;1459;1094;share
2013-07-19;1459;1075;like
2013-07-19;1459;1083;bought
2013-07-19;1463;1098;share
2013-07-19;1467;1106;share
2013-07-19;1469;1089;share
2013-07-19;1477;1075;bought
2013-07-19;1482;1098;share
2013-07-19;1484;1082;share
2013-07-19;1484;1081;bought
2013-07-19;1485;1077;like
2013-07-19;1496;1092;share
2013-07-19;1496;1096;like
2013-07-19;1496;1087;bought
2013-07-19;1501;1073;share
2013-07-19;1502;1094;share
2013-07-19;1503;1103;share
2013-07-19;1505;1073;share
2013-07-19;1505;1082;like
2013-07-19;1506;1071;share
2013-07-19;1507;1086;share
2013-07-19;1517;1076;bought
2013-07-19;1522;1109;share
2013-07-19;1523;1070;like
2013-07-19;1524;1094;like
2013-07-19;1524;1104;bought
2013-07-19;1527;1090;like
2013-07-19;1535;1095;share
2013-07-19;1535;1101;like
2013-07-19;1540;1083;like
2013-07-19;1549;1088;bought
2013-07-19;1552;1071;bought
2013-07-19;1556;1082;share
2013-07-19;1556;1070;bought
2013-07-19;1559;1087;like
2013-07-19;1564;1074;like
2013-07-19;1572;1082;like
2013-07-19;1574;1073;share
2013-07-19;1574;1074;bought
2013-07-19;1583;1102;share
2013-07-19;1583;1102;like
2013-07-19;1584;1089;like
2013-07-19;1587;1077;share
2013-07-19;1587;1076;like
2013-07-19;1591;1104;share
2013-07-19;1591;1076;like
2013-07-19;1593;1103;share
2013-07-19;1595;1102;share
2013-07-19;1599;1085;share
2013-07-19;1601;1093;bought
2013-07-19;1609;1075;share
2013-07-19;1609;1075;like
2013-07-19;1613;1071;like
2013-07-19;1630;1095;share
2013-07-19;1630;1081;like
2013-07-19;1631;1091;like
2013-07-19;1635;1077;like
2013-07-19;1638;1082;bought
2013-07-19;1640;1083;share
2013-07-19;1640;1098;like
2013-07-19;1640;1101;bought
2013-07-19;1650;1109;share
2013-07-19;1652;1101;share
2013-07-19;1652;1087;like
2013-07-19;1656;1079;share
2013-07-19;1659;1081;share
2013-07-19;1662;1077;share
2013-07-19;1662;1098;like
2013-07-19;1672;1103;bought
2013-07-19;1676;1086;like
2013-07-19;1679;1082;share
2013-07-19;1679;1105;like
2013-07-19;1681;1094;share
2013-07-19;1684;1077;share
2013-07-19;1686;1070;share
2013-07-19;1696;1070;like
2013-07-19;1699;1078;like
2013-07-19;1700;1081;like
2013-07-19;1703;1086;share
2013-07-19;1704;1096;share
2013-07-19;1708;1078;bought
2013-07-19;1711;1073;like
2013-07-19;1715;1103;bought
2013-07-19;1725;1080;share
2013-07-19;1725;1071;like
2013-07-19;1726;1097;share
2013-07-19;1738;1080;bought
2013-07-19;1746;1071;share
2013-07-19;1746;1106;like
2013-07-19;1752;1088;share
2013-07-19;1757;1080;share
2013-07-19;1757;1108;bought
2013-07-19;1763;1080;share
2013-07-19;1764;1082;share
2013-07-19;1769;1078;share
2013-07-19;1771;1104;share
2013-07-19;1772;1104;like
2013-07-19;1772;1084;bought
2013-07-19;1773;1102;like
2013-07-19;1775;1094;bought
2013-07-19;1780;1073;bought
2013-07-19;1785;1106;like
2013-07-19;1786;1082;bought
2013-07-19;1791;1096;share
2013-07-19;1791;1107;like
2013-07-19;1796;1100;bought
2013-07-19;1798;1073;share
2013-07-19;1802;1089;share
2013-07-19;1802;1099;like
2013-07-19;1804;1079;share
2013-07-19;1805;1086;share
2013-07-19;1806;1087;share
2013-07-19;1809;1073;share
2013-07-19;1810;1104;bought
2013-07-19;1819;1089;like
2013-07-19;1821;1079;like
2013-07-19;1821;1091;bought
2013-07-19;1826;1095;like
2013-07-19;1826;1076;bought
2013-07-19;1834;1086;like
2013-07-19;1835;1098;like
2013-07-19;1841;1107;share
2013-07-19;1846;1075;like
2013-07-19;1849;1109;share
2013-07-19;1861;1082;share
2013-07-19;1862;1080;share
2013-07-19;1862;1089;like
2013-07-19;1866;1072;share
2013-07-19;1869;1108;share
2013-07-19;1870;1102;share
2013-07-19;1883;1090;share
2013-07-19;1896;1103;like
2013-07-19;1903;1094;bought
2013-07-19;1905;1106;share
2013-07-19;1906;1094;like
2013-07-19;1913;1109;like
2013-07-19;1917;1107;like
2013-07-19;1924;1087;like
2013-07-19;1930;1084;like
2013-07-19;1932;1091;share
2013-07-19;1935;1105;bought
2013-07-19;1937;1082;share
2013-07-19;1937;1097;like
2013-07-19;1938;1076;like
2013-07-19;1943;1096;like
2013-07-19;1946;1086;share
2013-07-19;1955;1072;share
2013-07-19;1958;1088;like
2013-07-19;1972;1072;share
2013-07-19;1983;1107;share
2013-07-19;1985;1106;bought
2013-07-19;1990;1073;like
2013-07-19;2000;1098;like
2013-07-19;2001;1103;share
2013-07-19;2003;1103;like
2013-07-19;2004;1083;share
2013-07-19;2004;1091;like
2013-07-19;2008;1098;share
2013-07-19;2012;1099;share
2013-07-19;2024;1080;share
2013-07-19;2024;1088;bought
2013-07-19;2034;1094;bought
2013-07-19;2040;1084;like
2013-07-19;2042;1075;like
2013-07-19;2049;1073;share
2013-07-19;2049;1079;like
2013-07-19;2052;1089;like
2013-07-19;2054;1081;share
2013-07-19;2065;1095;like
2013-07-19;2067;1071;share
2013-07-19;2069;1092;share
2013-07-19;2069;1100;bought
2013-07-19;2070;1077;share
2013-07-19;2071;1078;bought
2013-07-19;2074;1094;share
2013-07-19;2075;1078;like
2013-07-19;2080;1082;like
2013-07-19;2084;1105;like
2013-07-19;2087;1100;like
2013-07-19;2090;1098;like
2013-07-19;2091;1081;like
2013-07-19;2097;1100;share
2013-07-19;2098;1100;like
2013-07-19;2107;1106;like
2013-07-19;2110;1109;like
2013-07-19;2122;1096;bought
2013-07-19;2132;1073;bought
2013-07-19;2135;1095;share
2013-07-19;2135;1083;like
2013-07-19;2144;1072;share
2013-07-19;2146;1102;like
2013-07-19;2154;1090;like
2013-07-19;2157;1079;share
2013-07-19;2157;1071;like
2013-07-19;2166;1097;bought
2013-07-19;2181;1082;like
2013-07-19;2184;1078;bought
2013-07-19;2185;1108;share
2013-07-19;2185;1100;like
2013-07-19;2187;1085;share
2013-07-19;2191;1103;share
2013-07-19;2191;1105;bought
2013-07-19;2193;1079;share
2013-07-19;2193;1091;like
2013-07-19;2194;1107;bought
2013-07-19;2198;1094;like
2013-07-19;2201;1078;bought
2013-07-19;2202;1099;like
2013-07-19;2204;1088;like
2013-07-19;2207;1097;like
2013-07-19;2209;1097;like
2013-07-19;2224;1081;like
2013-07-19;2240;1090;like
2013-07-19;2242;1092;share
2013-07-19;2244;1098;like
2013-07-19;2245;1102;bought
2013-07-19;2246;1071;share
2013-07-19;2250;1092;like
2013-07-19;2252;1083;share
2013-07-19;2257;1073;share
2013-07-19;2257;1108;like
2013-07-19;2262;1084;like
2013-07-19;2266;1084;bought
2013-07-19;2267;1080;like
2013-07-19;2267;1098;bought
2013-07-19;2273;1087;like
2013-07-19;2275;1073;like
2013-07-19;2276;1107;bought
2013-07-19;2282;1080;share
2013-07-19;2282;1079;like
2013-07-19;2296;1102;like
2013-07-19;2297;1083;share
2013-07-19;2298;1106;bought
2013-07-19;2302;1089;like
2013-07-19;2311;1076;like
2013-07-19;2313;1099;share
